HHKEY,ZIP_CODE,REC,FRE,CC_CARD,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,PCOLLSPND,AMSPEND,PSSPEND,CCSPEND,AXSPEND,TMONSPEND,OMONSPEND,SMONSPEND,PREVPD,GMP,PROMOS,DAYS,MARKDOWN,CLASSES,COUPONS,NITEMS,STORES,VALPHON,WEB,MAILED,RESPONDED,LTP12FRE,CLUSTYPE,PERCRET,RESP
9185281,21801,13,2,0,0.72,0,0,0,0,0,0,0.12,0,0,0,0,0.15,0,0,0,0,131.5,0,16,16,16,0,0.34,6,655,0.47,3,0,6,1,Y,0,2,0,4,6,0,0
15430491,21850,52,6,0,0.3,0.09,0.04,0,0.14,0,0.25,0.09,0,0,0,0,0.05,0,0,0,0,180.95,23.08,23.08,0,23.08,0,0.3,17,299,0.31,8,0,12,2,Y,0,4,0,0,7,0,0
17583029,21850,181,5,0,0.79,0,0,0.07,0,0.13,0,0,0,0,0,0,0,0,0,0,0,67.49,158.93,0,0,0,0,0.51,2,660,0.21,3,0,9,3,Y,0,2,0,7,4,0,1
51865236,21804,287,2,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,0,0.51,22,293,0.36,1,0,3,1,Y,0,7,0,1,7,0.56,0
94098995,21863,89,2,0,0,0.26,0,0.11,0,0,0.53,0,0,0,0,0,0,0,0,0,138.99,15,0,0,0,153.99,0,0.54,6,92,0.33,3,0,10,2,Y,0,1,0,4,7,0.09,0
56638921,21804,11,16,1,0.33,0.03,0.03,0.09,0.14,0.09,0.03,0.1,0,0,0,0.005818,0.01,0.004732,0.07,0,145.95,995.22,16.99,220.93,156.97,633.66,171.09,0.52,25,676,0.28,16,6,46,3,Y,0,10,9,54,4,0.11,0
51224521,21801,19,3,0,0.02,0.04,0,0.02,0.35,0.39,0,0.04,0,0,0,0,0.12,0,0,0,144.5,411.94,0,556.44,538.46,556.44,0,0.53,1,645,0.21,10,0,15,2,Y,0,0,0,9,2,0,0
58637679,21875,1,9,1,0,0.04,0.38,0.18,0,0.01,0,0.16,0.04,0,0,0.01,0.004985,0.13,0.16,0,14.99,386.25,0,243.47,202.99,243.47,17,0.34,23,692,0.28,12,1,22,2,Y,0,9,1,19,4,0,0
30525590,21811,261,3,0,0,0.03,0.09,0.23,0.4,0.1,0,0.12,0,0,0,0,0,0,0.42,0,0,255.99,138.71,0,0,0,0,0.61,18,491,0.12,8,0,10,2,Y,0,4,0,8,7,0,0
70599043,21863,17,19,1,0.19,0.009487,0.01,0.05,0.33,0.03,0.06,0.2,0.03,0,0,0.01,0.008594,0,0.07,0,1190.47,2096.53,0,937.97,534,2269.87,144,0.64,26,676,0.1,19,6,83,3,Y,0,10,7,41,7,0.02,1
38788319,21804,28,8,0,0.1,0.01,0.08,0.09,0.3,0.05,0.07,0.15,0.1,0,0,0,0.00584,0.006257,0.08,0,2314.27,83,0,1163.98,503.5,1747.96,0,0.64,18,474,0.08,17,1,58,3,Y,0,10,3,17,7,0,0
12163781,21811,113,2,0,0.23,0.16,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,64,41.98,0,0,41.98,0,0.63,17,418,0,3,0,3,2,Y,0,8,1,1,1,0,0
31559237,21804,25,8,1,0.08,0.02,0,0.07,0.46,0.21,0.009461,0.06,0,0,0,0,0.06,0,0,0,0,619.21,279.17,8.5,8.5,226.71,52.49,0.51,28,677,0.3,12,3,28,2,Y,0,9,4,14,7,0,1
5673582,21849,80,5,0,0.41,0.2,0,0.07,0,0,0.14,0.04,0,0,0,0.02,0.09,0,0,0,15,55,139.94,30,0,70,0,0.42,14,632,0.19,8,0,14,4,Y,0,2,0,15,7,0,0
38305096,21802,354,2,1,0.64,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,265.8,0,0,0,0,0,0.61,10,356,0.16,3,0,7,1,Y,0,4,0,1,7,0,0
76401984,21871,43,13,0,0.18,0.05,0.08,0.08,0.1,0.08,0.1,0.04,0.1,0,0,0,0.02,0,0.1,0,247.93,623.91,0,360.91,0,360.91,0,0.51,21,661,0.22,13,0,31,2,Y,0,9,2,29,7,0.14,0
75533212,21801,5,5,0,0.22,0,0.04,0,0.42,0,0,0.23,0,0,0,0,0.02,0,0.12,0,0,450.99,0,220.98,191,249.99,0,0.63,20,581,0.16,7,0,14,1,Y,0,7,0,5,7,0.04,0
53330241,21837,97,5,0,0.42,0,0.06,0.13,0.12,0,0,0.25,0,0,0,0,0,0,0,0,29,408.21,34.99,0,0,126.99,80.24,0.54,22,530,0.15,7,1,16,3,Y,0,10,5,8,7,0,0
98036257,21804,45,9,1,0.14,0,0,0.04,0.2,0.11,0,0,0.06,0,0,0,0.05,0.01,0.12,0,339.96,175.48,0,0,0,313.44,0,0.59,9,650,0.19,11,1,21,4,Y,0,3,0,22,4,0.55,0
34363320,21853,25,11,0,0.17,0.04,0.1,0.45,0.05,0,0.06,0,0,0,0,0.006902,0,0.02,0,0,89,476.06,0,116.5,116.5,116.5,63.99,0.48,14,323,0.36,12,0,27,2,Y,0,4,1,11,7,0.07,1
67056074,21853,87,3,0,0.71,0.07,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,317.97,0,40.01,0,103.01,0,0.66,19,693,0.07,4,0,11,2,Y,0,8,1,14,7,0.09,1
61408485,21804,223,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0.42,7,223,0.38,2,0,4,1,N,0,1,0,8,7,0,0
1918032,21813,8,8,0,0.29,0.02,0,0.04,0.14,0.15,0.03,0.08,0.03,0,0,0,0,0.01,0,0,0,487.43,454.63,72.26,41.98,622.58,0,0.44,15,427,0.29,14,3,49,3,Y,0,5,3,25,7,0.18,1
94641813,21804,146,1,0,0,0,0,0.8,0,0,0.19,0,0,0,0,0,0,0,0,0,0,121,0,0,0,121,0,0.71,8,146,0,2,0,4,1,Y,0,2,0,3,7,0,0
18302257,21804,218,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0.68,2,275,0,1,0,1,1,Y,0,0,0,2,6,0,0
55753363,21804,84,10,0,0.16,0.02,0.04,0.06,0.21,0.12,0.08,0.13,0,0,0,0,0,0.01,0.17,0,0,1294.65,0,136.43,0,187.43,0,0.58,18,362,0.13,16,0,42,3,Y,0,6,2,8,3,0.15,0
9764453,21801,10,1,0,0,0,0,0,0.66,0,0,0.33,0,0,0,0,0,0,0,0,0,163,0,163,163,163,0,0.72,13,669,0,2,0,2,1,Y,0,4,0,3,7,0,0
41910395,21851,362,1,0,0,0,0,0,0.55,0,0,0,0.44,0,0,0,0,0,1,0,0,178,0,0,0,0,0,0.7,18,573,0,2,0,2,1,Y,0,9,1,5,7,0,0
47181036,21851,125,5,0,0,0.03,0,0.23,0,0,0.36,0.14,0.14,0,0,0,0,0.04,0,0,0,59.96,149.16,0,0,143.15,0,0.51,5,546,0.13,7,0,12,2,Y,0,0,0,6,7,0,0
20313870,21921,30,8,1,0.06,0,0,0.17,0.25,0.13,0,0.21,0,0,0,0.02,0,0,0.05,13.2,34.41,1059.43,0,452.83,122.97,910.74,0,0.47,6,609,0.27,8,0,36,4,Y,1,0,0,44,7,0.15,0
9246807,22032,69,3,0,0.06,0.27,0,0.05,0,0,0.02,0,0,0.52,0,0,0,0,0,0,84.74,19.98,39.48,19.98,0,19.98,84.74,0.22,8,572,0.31,7,0,11,4,N,0,2,0,4,2,0,0
1829715,22046,1,3,0,0.07,0,0,0,0.19,0.41,0.09,0.13,0,0,0,0,0,0,0.45,0,0,408.73,0,290.73,290.73,408.73,0,0.65,15,612,0.08,7,2,8,1,N,0,8,2,4,2,0.09,0
33507996,21012,12,3,0,0.39,0.08,0,0.3,0,0,0,0.21,0,0,0,0,0,0,0,0,118,111.76,0,118,118,142.99,0,0.58,8,271,0.13,5,0,8,2,Y,0,0,0,2,5,0,1
93598182,22033,104,2,0,0.31,0.08,0,0.29,0,0,0.14,0.17,0,0,0,0,0,0,0,0,164.98,33,0,0,0,136.99,0,0.61,6,670,0.13,6,0,7,3,N,0,1,0,2,7,0,0
93732965,22003,182,1,0,0.1,0,0,0.21,0,0,0,0,0,0.53,0,0,0.14,0,0,0,0,187.97,0,0,0,0,0,0.53,8,374,0,4,0,4,1,Y,0,2,0,1,2,0,0
15319544,22003,363,1,0,0.17,0,0,0,0.47,0,0,0.34,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0.65,16,363,0,3,0,3,1,Y,0,6,0,0,2,0,0
88428279,22015,11,6,1,0.16,0,0,0.01,0.06,0.08,0.08,0,0,0.5,0,0,0,0.06,0,0,1037.26,25,74.97,38.6,38.6,256.56,693.7,0.48,18,537,0.3,10,1,30,3,Y,0,9,3,7,3,0,0
9836961,22026,266,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0.54,14,624,0.25,1,0,2,1,Y,0,3,0,2,3,0,0
11020761,22079,118,5,0,0.23,0,0,0.1,0.08,0.13,0.09,0.04,0,0.22,0,0.02,0.01,0.02,0.05,0,695.97,438.96,0,0,0,392.98,0,0.6,15,616,0.17,15,0,35,2,Y,0,10,2,6,6,0,0
17954060,22039,261,1,0,0.55,0,0,0.17,0,0.26,0,0,0,0,0,0,0,0,0,69.98,0,86.25,0,0,0,0,0,0.36,1,261,0.36,3,0,4,2,N,0,1,0,1,2,0,0
99309361,22015,18,12,1,0.26,0.05,0.02,0.24,0,0.14,0,0,0,0,0,0,0,0.03,0,0,157.98,217.45,114.96,169.98,95,213.98,0,0.41,13,584,0.25,10,1,24,6,Y,0,3,1,15,7,0.29,0
76636818,23608,28,45,1,0.34,0.000698,0.07,0.03,0.01,0.08,0.02,0.06,0.09,0,0.01,0.03,0.05,0.007111,0.01,0,2298.25,5136,0,1623.84,146,3513.89,447.98,0.55,26,694,0.2,30,15,277,8,Y,0,11,11,129,1,0.15,1
84425637,22031,47,3,1,0.09,0.17,0,0.04,0,0.24,0.06,0.06,0,0,0,0,0.16,0,0.11,0,29.97,370.36,0,169.71,0,347.88,0,0.48,10,245,0.3,9,1,21,4,Y,0,1,0,20,6,0.15,0
30505856,22026,26,15,1,0.65,0.02,0,0,0,0,0.14,0,0,0,0,0.003031,0.007434,0,0,0,0,276.92,507.21,303.85,80.81,514.72,0,0.43,8,475,0.21,8,3,40,8,Y,0,2,2,51,4,0.19,1
63642289,22003,209,1,1,0,0,0,0.18,0,0,0,0,0,0.81,0,0,0,0,0,0,0,158.99,0,0,0,0,0,0.65,7,678,0.23,2,0,2,1,Y,0,4,0,5,5,0,0
61307765,22015,83,7,1,0.1,0.03,0,0.01,0.34,0.04,0,0.03,0.06,0,0,0.009593,0,0.01,0.04,0,0,945.19,0,0,0,483.67,181.05,0.62,25,692,0.06,12,1,27,1,Y,0,11,5,22,7,0.54,0
92685079,22032,260,2,0,0,0.04,0,0.13,0,0.23,0.58,0,0,0,0,0,0,0,0,0,102.99,48.97,0,0,0,0,0,0.45,2,267,0.23,4,0,6,2,N,0,1,0,0,2,0,0
25927649,22015,60,10,0,0.17,0.1,0,0,0,0,0.35,0.13,0.15,0,0,0,0.01,0,0,0,5,357.31,25.98,86.38,0,160.62,74.98,0.39,16,529,0.26,9,2,18,4,Y,0,5,2,4,2,0.06,0
20172619,22041,209,3,0,0.28,0.01,0,0.24,0.19,0.11,0,0,0,0,0,0.02,0.1,0.01,0,7.5,0,548.95,0,0,0,0,0,0.63,15,583,0.05,10,0,16,2,Y,0,8,1,10,7,0,0
51496810,22041,219,1,0,0,0,0,0.09,0,0,0,0,0,0,0.9,0,0,0,0,0,0,110,0,0,0,0,0,0.29,16,368,0.49,2,0,2,1,Y,0,5,0,1,7,0,0
94350332,22192,51,10,0,0.05,0,0,0.11,0,0.06,0.1,0,0.06,0,0,0.01,0,0,0,0,0,247.16,0,58.97,0,138.21,0,0.41,16,685,0.25,10,2,25,2,Y,0,9,3,11,7,1.37,0
77541976,22015,74,4,1,0.05,0,0,0.15,0.27,0.19,0,0.17,0.13,0,0,0,0,0,0.55,0,0,468.99,74.99,74.99,0,178.48,301.5,0.64,17,320,0.13,7,0,12,3,Y,0,6,2,3,7,0,1
4543687,22015,10,17,0,0.27,0.06,0.01,0.06,0.12,0.1,0.01,0.07,0,0,0,0.008529,0,0,0.1,0,1229.8,353.8,0,128.6,59,264.26,992.73,0.61,16,696,0.16,14,2,52,4,Y,0,8,5,25,7,0.33,1
62818726,22152,23,16,1,0.13,0.02,0.01,0.06,0.1,0.07,0.05,0.16,0.008819,0.02,0,0.02,0.01,0,0,0,390.21,1041.79,0,217.21,35,704.39,0,0.48,24,677,0.28,18,6,70,5,Y,0,9,3,37,2,0.42,0
25322352,22152,12,11,0,0.29,0.02,0,0,0.17,0.05,0.04,0.12,0,0,0,0,0.02,0,0,0,20,621.95,0,382.97,168.98,528.97,0,0.61,11,389,0.12,9,0,23,3,Y,0,4,2,28,2,0.35,1
43423998,22152,122,5,1,0.19,0.03,0,0.12,0.05,0,0.1,0.04,0.22,0,0,0,0,0,0,0,68.99,689.01,0,0,0,240.72,609.09,0.52,16,315,0.26,11,0,33,2,Y,0,5,1,5,2,0.26,0
5805067,22150,11,8,0,0,0,0,0.13,0,0,0,0.04,0.17,0,0,0.01,0.07,0.1,0,0,223.96,29,0,12,12,90.99,94,0.6,12,474,0.05,12,1,18,5,N,0,4,4,2,7,0.83,0
3788969,22152,12,11,1,0.19,0.02,0,0.08,0,0.08,0.13,0.05,0.15,0,0,0,0,0.03,0,0,0,147.89,271.73,40,40,293.89,84.75,0.4,17,472,0.32,9,1,26,4,Y,0,9,5,23,2,0.32,0
99589852,22151,93,12,1,0.09,0.009708,0.01,0.17,0.05,0.12,0.04,0.04,0,0.07,0,0,0.04,0,0,0,663.84,180.48,0,0,0,373.71,0,0.37,10,295,0.37,16,1,40,2,Y,0,4,2,42,2,0.46,0
46337535,22181,24,6,1,0.03,0,0.05,0.03,0.27,0.12,0,0,0.03,0,0,0,0.007281,0.009822,0.16,0,55.86,615.81,0,398.99,398.99,398.99,0,0.61,21,489,0.17,13,2,23,4,Y,0,9,2,6,2,0.7,0
66943730,22152,208,1,0,0,0.08,0,0.68,0,0,0,0.22,0,0,0,0,0,0,0,0,0,111.98,0,0,0,0,0,0.63,8,208,0,3,0,4,1,Y,0,2,0,0,2,0,0
13923098,22182,284,1,0,0,0,0,0,0.62,0,0,0.37,0,0,0,0,0,0,1,0,0,158,0,0,0,0,0,0.7,13,284,0,2,0,2,1,N,0,4,0,0,3,0,0
18151913,22153,293,1,0,0,0,0,0,0.59,0,0,0,0.4,0,0,0,0,0,0.4,0,0,197,0,0,0,0,0,0.71,12,293,0,2,0,2,1,Y,0,3,0,0,7,0,0
23057059,22151,97,3,0,0.21,0,0,0.21,0.22,0.32,0,0,0,0,0,0,0.003461,0.01,0.12,410.98,0,163.99,0,0,0,574.97,0,0.68,4,581,0,7,0,12,3,Y,0,1,0,3,5,0,0
15817927,22191,10,5,0,0.06,0,0,0.23,0.12,0,0,0.2,0.37,0,0,0,0,0,0,0,58,102,129.14,140.15,36,264.15,0,0.47,6,656,0.27,6,0,9,4,Y,0,1,0,9,7,0,0
90832173,22195,264,2,0,0.19,0,0,0,0.36,0.14,0.22,0.08,0,0,0,0,0,0,0,0,0,13.99,232.93,0,0,0,0,0.44,8,302,0.2,5,0,10,2,Y,0,1,0,11,7,0,0
26085969,22182,33,2,0,0,0,0,0,0.58,0,0,0.18,0.22,0,0,0,0,0,0.22,0,0,97.98,119.98,97.98,0,217.96,0,0.57,0,158,0.21,3,0,4,2,Y,0,0,0,6,2,0,0
51824071,22152,313,1,0,0,0,0,0,0.74,0,0,0.2,0,0,0,0,0.05,0,0,0,0,209.25,0,0,0,0,209.25,0.6,11,313,0.25,3,0,4,1,Y,0,4,0,0,2,0,0
5152099,22192,153,2,0,0,0,0,0.16,0.28,0.17,0,0.14,0,0,0,0,0.06,0,0.59,0,0,288,0,0,0,0,0,0.68,16,341,0.02,5,0,8,2,Y,0,6,0,3,7,0.2,0
31689961,22150,152,8,0,0.04,0.04,0,0.03,0.09,0,0.02,0.09,0,0,0,0.03,0.07,0.01,0,0,106.73,439.47,0,0,0,186.73,0,0.67,18,462,0.09,16,1,33,4,Y,0,8,1,4,2,1.18,0
4233430,22153,316,2,0,0.04,0.04,0,0,0.49,0.1,0.31,0,0,0,0,0,0,0,0,0,326.97,138,0,0,0,0,464.97,0.65,15,318,0,5,0,8,2,N,0,10,1,0,2,0,0
57325623,22152,223,3,0,0,0,0.11,0.4,0.12,0.24,0,0,0,0,0,0,0.08,0.04,0,0,29,219.94,0,0,0,0,0,0.27,7,272,0.26,7,0,9,2,N,0,2,0,8,2,0,0
44621142,22180,54,2,0,0.15,0,0,0.24,0,0.22,0,0,0.19,0,0,0,0,0.17,0,0,0,33.75,106.47,106.47,0,106.47,0,0.49,8,695,0.21,5,0,9,2,N,0,4,0,7,7,0,0
59345327,22207,59,1,0,0,0,0,0,0.52,0,0,0.47,0,0,0,0,0,0,0,0,0,68.97,0,68.97,0,68.97,0,0.19,0,59,0.4,2,0,3,1,Y,0,0,0,0,2,0,0
60322950,22207,77,2,0,0.06,0,0,0,0.3,0.17,0,0.14,0,0.3,0,0,0,0,0.63,0,0,327.98,0,20.99,0,327.98,0,0.64,2,107,0.08,5,0,5,2,Y,0,0,0,0,3,0,0
5044457,22209,31,3,0,0,0,0,0.1,0,0,0,0,0.3,0.49,0,0.03,0,0,0,0,181.97,495.99,0,677.96,0,677.96,0,0.64,0,51,0.13,6,0,12,2,Y,1,0,0,1,7,0.06,0
11220377,22204,315,1,0,0,0,0,0.23,0.47,0.28,0,0,0,0,0,0,0,0,0.76,0,0,207,0,0,0,0,207,0.69,11,315,0,3,0,3,1,Y,0,4,0,0,6,0,0
5712891,22204,125,3,0,0.28,0,0,0,0,0,0,0.26,0.37,0,0,0,0.07,0,0,0,0,132.97,0,0,0,94.97,0,0.49,5,483,0,4,0,4,2,Y,0,2,0,3,7,0,0
31642466,22202,48,8,0,0.12,0.02,0.01,0,0.33,0.09,0.05,0.1,0,0,0,0,0,0,0,0,0,315.91,0,8.99,0,8.99,0,0.3,14,657,0.26,8,0,17,2,Y,0,8,2,28,3,0.34,0
8016635,22204,82,1,0,0,0,0,0,0.58,0.34,0,0,0,0,0,0,0.07,0,0,0,0,186,0,186,0,186,0,0.71,1,82,0.03,3,0,3,1,Y,0,0,0,0,3,0,0
60610875,22201,266,1,0,0.45,0,0,0.27,0,0,0,0,0,0,0,0,0.26,0,0,0,0,74.99,0,0,0,0,0,0.49,15,621,0.36,3,0,4,1,Y,0,10,0,5,7,0,0
6218897,22206,241,3,0,0.33,0,0,0,0,0.36,0,0.18,0,0,0,0,0,0,0,0,136.99,98,0,0,0,0,0,0.6,15,530,0.1,3,0,7,3,N,0,10,0,4,7,0.12,0
92746,22202,263,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.47,0,0,0,0,0,0.25,4,263,0.42,1,0,6,1,N,0,1,0,2,2,0,0
67742976,22206,224,3,0,0.25,0.59,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,11.98,90.34,0,0,0,0,0.22,4,357,0.31,3,0,10,2,Y,0,0,0,2,5,0,0
62195892,22206,341,2,0,0,0,0,0,0.51,0,0.11,0.33,0,0,0,0.01,0,0.02,0,0,0,173.98,0,0,0,0,0,0.65,14,527,0.04,5,0,5,1,Y,0,7,0,2,5,0,0
990485,22315,54,1,0,0,0,0,0,0.32,0.16,0,0,0.47,0,0,0,0.01,0.02,0,0,59,308.96,0,367.96,0,367.96,0,0.66,0,54,0.01,5,0,5,2,Y,0,0,0,1,3,0,0
27340753,22314,64,3,0,0,0.01,0,0.12,0.27,0.16,0,0.06,0.1,0.24,0,0,0,0,0.66,0,0,729.43,0,181.98,0,181.98,0,0.57,12,692,0.15,8,0,14,2,Y,0,6,0,2,2,0,0
47908751,22312,99,1,0,0,0.09,0,0,0.56,0.33,0,0,0,0,0,0,0,0,0.9,0,0,174.99,0,0,0,174.99,0,0.68,5,99,0,3,0,3,1,Y,0,0,0,0,6,0,0
19372447,22312,181,2,0,0.14,0,0,0,0.24,0,0,0,0.16,0.2,0,0.14,0.05,0.03,0.41,0,0,478.96,0,0,0,0,142,0.64,21,497,0.006225,10,0,14,2,Y,0,5,0,9,3,0,1
19811028,22312,116,4,0,0.07,0.05,0,0.05,0.18,0.28,0.05,0.06,0.03,0.18,0,0,0,0.01,0.29,0,0,539.94,0,0,0,319.96,0,0.59,5,669,0.01,11,0,13,3,Y,0,2,0,3,6,0,0
22217061,22309,42,3,1,0,0,0,0.03,0.27,0.23,0.09,0.16,0,0.2,0,0,0,0,0,0,0,58,359.63,52.17,0,52.17,307.46,0.52,21,684,0.25,6,0,10,3,Y,0,9,1,8,6,0,0
61476076,22315,50,11,1,0.26,0,0.06,0.11,0.02,0.08,0,0.09,0,0.2,0,0,0.03,0,0,0,71.46,488.12,0,29.98,0,238.18,163.99,0.28,18,327,0.23,11,0,25,3,Y,0,6,3,23,2,0.11,1
25294990,22309,223,4,0,0.57,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.95,0,0,0,0,0,0.09,7,614,0.35,3,0,6,1,N,0,1,0,3,7,0,0
7627557,22315,19,14,1,0.13,0.01,0.01,0.16,0.22,0.17,0.01,0,0.03,0,0,0,0.05,0,0.12,0,203.97,1095.61,0,213.97,127,1299.58,0,0.55,4,176,0.17,15,6,45,4,Y,0,1,1,32,7,0.17,1
87043671,22315,295,2,0,0,0,0,0.64,0,0,0.35,0,0,0,0,0,0,0,0,0,0,109.97,0,0,0,0,49.98,0.44,13,645,0.14,2,0,4,1,N,0,4,0,3,2,0,0
28838138,22314,281,2,0,0,0,0,0.16,0.22,0.27,0,0,0,0,0,0,0,0,0,0,0,79.99,0,0,0,0,0,0.62,4,298,0,4,0,5,1,Y,0,2,0,1,7,1.23,0
47959312,22304,70,2,0,0.55,0,0,0,0,0,0,0.11,0.33,0,0,0,0,0,0.18,0,0,264.47,0,49.99,0,264.47,0,0.52,16,467,0.27,3,0,9,1,Y,0,4,1,9,3,0,1
18341841,22308,54,3,0,0.15,0.25,0.4,0,0,0,0.14,0,0,0,0,0,0,0.04,0,0,154.48,39.97,0,87.96,0,87.96,0,0.57,12,686,0.21,6,0,11,2,Y,0,9,2,6,2,0,0
625910,22310,29,6,0,0.03,0,0,0,0.16,0,0,0.12,0.37,0,0,0.006826,0,0,0,0,88.49,10,85.76,24.99,10,98.49,0,0.33,3,285,0.35,8,1,9,5,Y,0,0,0,8,2,0.42,0
69059780,22311,90,3,1,0,0,0,0.1,0,0,0.16,0,0.23,0.49,0,0,0,0,0,0,0,234.47,0,24.49,0,117.48,116.99,0.53,17,502,0.17,4,1,4,1,Y,0,5,2,1,7,0,0
46508857,22315,76,1,0,0.25,0.12,0,0.25,0,0,0.36,0,0,0,0,0,0,0,0,0,0,82.46,0,82.46,0,82.46,0,0.44,0,626,0.3,4,0,5,1,Y,0,0,0,3,3,0,0
98881347,22307,272,2,0,0.29,0,0.1,0.24,0,0.35,0,0,0,0,0,0,0,0,0,0,0,146.99,17.99,0,0,0,0,0.63,15,339,0.11,4,0,4,2,N,0,5,0,0,2,0,0
46511823,22312,249,1,0,0,0.16,0,0.27,0,0.56,0,0,0,0,0,0,0,0,0,0,0,123.96,0,0,0,0,0,0.48,6,249,0.27,3,0,5,1,N,0,1,0,0,6,0,0
25116794,22304,335,2,0,0.28,0.13,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99,45.72,0,0,0,0,0.52,7,341,0.12,4,0,6,2,Y,0,0,0,0,7,0,0
55617284,22309,190,1,0,0,0,0.08,0,0.32,0,0,0.38,0.16,0,0,0.04,0,0,0.7,0,0,305.98,0,0,0,0,0,0.66,7,190,0,5,0,6,1,Y,0,2,0,0,2,0,0
7612088,22311,201,1,0,0.23,0,0,0.15,0,0,0,0,0,0.61,0,0,0,0,0,0,0,212.99,0,0,0,0,0,0.57,5,201,0.26,3,0,4,1,Y,0,2,0,0,7,0,0
50244245,22304,62,8,1,0.07,0,0,0.12,0.38,0.19,0,0.05,0,0,0,0,0,0,0,0,52.49,486.64,0,0,0,0,450.41,0.51,18,677,0.06,8,0,16,4,Y,0,7,1,24,2,0.33,0
40925681,30014,18,10,1,0.09,0.03,0.02,0.02,0.34,0.12,0.05,0.02,0.11,0.05,0,0,0,0,0.21,0,0,1319.71,0,344,344,578.74,247.99,0.63,17,411,0.1,14,2,29,4,Y,0,4,2,5,7,0.11,0
19623088,22315,289,4,0,0.28,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0.15,0,0,0,165.96,0,0,0,0,0,0.53,3,338,0.13,5,0,7,2,N,0,0,0,0,3,0.18,0
7203597,22304,17,13,1,0.05,0,0.05,0.15,0.17,0,0,0.13,0,0,0.08,0,0.02,0,0,0,0,312.39,0,74.97,20,160.43,0,0.01,15,378,0.37,11,1,25,3,Y,0,5,3,5,7,0.45,0
62575944,22304,59,3,0,0.19,0,0,0.21,0.3,0,0,0.09,0.17,0,0,0,0.01,0,0,0,0,536.75,0,83.98,0,434.75,0,0.59,13,243,0.14,7,0,13,2,Y,0,7,0,1,7,0,0
58416773,22304,84,2,0,0.22,0.22,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,20,68.99,0,20,0,20,0,0.65,4,485,0.13,3,0,3,2,N,0,0,0,2,7,0,1
76501359,22304,124,4,0,0.11,0,0,0.13,0.38,0.13,0,0.13,0.09,0,0,0,0,0,0.5,0,0,425.99,0,0,0,88,0,0.65,8,288,0.09,8,0,9,1,Y,0,2,0,1,7,0,0
87300010,22302,123,2,1,0.21,0,0,0.42,0.19,0.08,0,0.08,0,0,0,0,0,0,0,0,0,117.92,0,0,0,67.97,49.95,0.003697,13,670,0,5,0,8,1,Y,0,7,1,7,7,0,0
64246999,22312,54,8,0,0.1,0,0.03,0.03,0.35,0.05,0,0.31,0.1,0,0,0,0,0,0.05,0,904.74,39.99,181.44,227,0,383.99,0,0.61,20,477,0.15,9,0,24,5,N,0,10,4,9,2,0,0
85856732,22315,188,3,0,0.81,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.98,0,0,0,0,82,0.52,17,645,0.2,2,0,5,3,Y,0,6,1,2,2,0,0
68557361,22309,195,1,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.57,0,0,0,0,69.97,0,0,0,0,0,0.37,4,373,0,2,0,2,1,Y,0,1,0,1,7,0,0
39239747,22301,75,1,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,83.97,0,83.97,0,83.97,0,0.26,1,472,0.3,3,0,3,1,Y,0,0,0,6,5,0,0
54927132,22312,252,2,1,0.33,0,0,0,0.23,0,0,0.11,0,0.31,0,0,0,0,0.23,0,355.99,59.97,0,0,0,0,0,0.64,15,354,0.19,4,0,9,2,Y,0,6,0,1,2,0,0
88407742,22311,304,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0.77,19,654,0,1,0,1,1,Y,0,9,0,3,5,0,0
96991410,22302,215,2,0,0,0,0,0,0,0,0.39,0,0.48,0,0,0,0.12,0,0,0,0,123.25,0,0,0,0,0,0.62,3,581,0.16,3,0,3,2,N,0,0,0,1,7,0,0
